-2.186689153313636780e-02,1.225795317441225052e-02,2.787346718832850456e-03,3.057431313209235668e-04,6.339841522276401520e-03,-1.592184766195714474e-03,2.184971468523144722e-03,-5.468698684126138687e-03
-2.147387340664863586e-02,1.222238875925540924e-02,3.113897284492850304e-03,6.875303806737065315e-04,7.060499861836433411e-03,-1.170306699350476265e-03,1.835576724261045456e-03,-5.815933458507061005e-03
-2.144432999193668365e-02,1.209262292832136154e-02,3.320538438856601715e-03,7.762085297144949436e-04,6.831893697381019592e-03,-9.122328483499586582e-04,2.338368212804198265e-03,-5.772391334176063538e-03
-2.076871320605278015e-02,1.185718271881341934e-02,3.091480117291212082e-03,7.226204616017639637e-04,6.708476692438125610e-03,-7.129885489121079445e-04,1.516288379207253456e-03,-6.037659011781215668e-03
-2.101006358861923218e-02,1.137960143387317657e-02,2.802322385832667351e-03,8.364475797861814499e-04,6.179469171911478043e-03,-1.086034812033176422e-03,1.961498754099011421e-03,-6.177063565701246262e-03
-2.161824144423007965e-02,1.176498737186193466e-02,2.622092142701148987e-03,7.098836358636617661e-04,6.539152935147285461e-03,-1.710502314381301403e-03,1.546181389130651951e-03,-5.612945184111595154e-03
-2.126596495509147644e-02,1.195069495588541031e-02,2.916669007390737534e-03,8.971437928266823292e-04,6.668581627309322357e-03,-1.117583597078919411e-03,2.174153458327054977e-03,-5.677892360836267471e-03
-2.095587737858295441e-02,1.209654379636049271e-02,3.231107257306575775e-03,5.544724990613758564e-04,6.740913260728120804e-03,-1.467646565288305283e-03,1.599271083250641823e-03,-5.773447453975677490e-03
-2.173860929906368256e-02,1.128918584436178207e-02,2.808518009260296822e-03,6.084905471652746201e-04,6.824702024459838867e-03,-1.001082477159798145e-03,2.295672195032238960e-03,-6.673402618616819382e-03
-2.140733785927295685e-02,1.166268624365329742e-02,2.833815757185220718e-03,1.113103469833731651e-03,6.697529461234807968e-03,-1.613987493328750134e-03,2.084258710965514183e-03,-5.835851188749074936e-03
-2.093299478292465210e-02,1.149847079068422318e-02,3.167486749589443207e-03,8.550548809580504894e-04,6.323785521090030670e-03,-1.213271287269890308e-03,1.932436018250882626e-03,-5.965942516922950745e-03
-2.120542526245117188e-02,1.181472837924957275e-02,3.167038084939122200e-03,2.930749324150383472e-04,6.562091875821352005e-03,-9.370092302560806274e-04,1.653561252169311047e-03,-5.795907229185104370e-03
-2.148949354887008667e-02,1.187638472765684128e-02,2.925031818449497223e-03,4.102368839085102081e-04,6.295117083936929703e-03,-1.564083853736519814e-03,1.585609512403607368e-03,-5.531251896172761917e-03
-2.188451774418354034e-02,1.124966982752084732e-02,2.195374108850955963e-03,1.205299398861825466e-03,6.236280314624309540e-03,-1.670389901846647263e-03,2.556506777182221413e-03,-5.637605208903551102e-03
-2.059450931847095490e-02,1.207997929304838181e-02,3.362865187227725983e-03,8.459381642751395702e-04,6.295149214565753937e-03,-7.246776367537677288e-04,2.005849033594131470e-03,-6.153130903840065002e-03
-2.125895395874977112e-02,1.149687170982360840e-02,3.396008396521210670e-03,8.189892978407442570e-04,6.971952039748430252e-03,-4.095285839866846800e-04,2.422505524009466171e-03,-6.722808349877595901e-03
-2.093806117773056030e-02,1.245745271444320679e-02,3.228866960853338242e-03,1.214749208884313703e-04,7.101092487573623657e-03,-2.751894760876893997e-03,4.040266794618219137e-04,-5.487948656082153320e-03
-2.195093221962451935e-02,1.191836502403020859e-02,2.305872272700071335e-03,1.124882837757468224e-03,6.376979406923055649e-03,-1.332968357019126415e-03,2.744584809988737106e-03,-5.647107027471065521e-03
-2.172225341200828552e-02,1.166587881743907928e-02,2.559975255280733109e-03,9.014990646392107010e-04,6.406779401004314423e-03,-9.978874586522579193e-04,2.326224464923143387e-03,-5.764483474195003510e-03
-2.087020501494407654e-02,1.179749146103858948e-02,3.589623840525746346e-03,5.362122319638729095e-04,6.983142346143722534e-03,-1.104231574572622776e-03,1.560363569296896458e-03,-6.415330339223146439e-03
-2.168558537960052490e-02,1.182824186980724335e-02,2.872977871447801590e-03,4.679514095187187195e-04,6.386811845004558563e-03,-8.125674212351441383e-04,2.078537596389651299e-03,-5.764053668826818466e-03
-2.109452523291110992e-02,1.176435593515634537e-02,2.442527329549193382e-03,8.861725800670683384e-04,6.578340660780668259e-03,-1.351805287413299084e-03,1.949518686160445213e-03,-5.790414754301309586e-03
-2.160326950252056122e-02,1.153339631855487823e-02,2.774630440399050713e-03,5.459249950945377350e-04,6.573067512363195419e-03,-1.649201149120926857e-03,1.915336586534976959e-03,-5.824018269777297974e-03
-2.073519118130207062e-02,1.148538198322057724e-02,3.206792287528514862e-03,8.709577377885580063e-04,6.492667365819215775e-03,-1.000156858935952187e-03,1.720413682051002979e-03,-6.065301597118377686e-03
-2.157492563128471375e-02,1.174648106098175049e-02,2.707650884985923767e-03,8.613582467660307884e-04,6.519536022096872330e-03,-1.689214375801384449e-03,1.971656456589698792e-03,-5.738840904086828232e-03
-2.102268859744071960e-02,1.190589834004640579e-02,2.849537646397948265e-03,4.490349092520773411e-04,6.924742832779884338e-03,-1.686446834355592728e-03,1.175969024188816547e-03,-6.047589704394340515e-03
-2.112045139074325562e-02,1.162478048354387283e-02,2.635853597894310951e-03,8.653232362121343613e-04,6.448117084801197052e-03,-1.114067388698458672e-03,2.022044267505407333e-03,-5.861005280166864395e-03
-2.132303640246391296e-02,1.139934640377759933e-02,2.957746386528015137e-03,1.406034687533974648e-03,6.561461370438337326e-03,-5.088299512863159180e-04,2.801078371703624725e-03,-6.381860468536615372e-03
-2.067923359572887421e-02,1.143933925777673721e-02,2.946223830804228783e-03,9.660583455115556717e-04,6.623258814215660095e-03,-8.933591307140886784e-04,1.717592123895883560e-03,-6.154890172183513641e-03
-2.149402722716331482e-02,1.178424339741468430e-02,2.909585833549499512e-03,9.586406522430479527e-04,6.603511981666088104e-03,-1.014119829051196575e-03,2.349853049963712692e-03,-5.845359526574611664e-03
-2.137004956603050232e-02,1.169194933027029037e-02,2.832845551893115044e-03,1.129497308284044266e-03,6.847199052572250366e-03,-1.068476354703307152e-03,2.224624855443835258e-03,-5.950722843408584595e-03
-2.051639370620250702e-02,1.141325850039720535e-02,2.733865752816200256e-03,1.154629047960042953e-03,6.531510502099990845e-03,-9.410072234459221363e-04,1.899595954455435276e-03,-6.263801362365484238e-03
