1.916068722493946552e-03,2.088545821607112885e-02,2.640143781900405884e-02,-1.323647331446409225e-02,-2.343039587140083313e-02,-2.629444934427738190e-03,-8.211106061935424805e-03,1.258889306336641312e-02,-1.456050551496446133e-03,-2.582946326583623886e-04,2.416467294096946716e-02,-1.864773407578468323e-02,1.602639257907867432e-02,2.106854517478495836e-04,1.861602999269962311e-02,1.890778355300426483e-02,-1.413030270487070084e-02,-1.792211644351482391e-02,-1.807391643524169922e-02,-1.451655570417642593e-02,-2.708487957715988159e-02,-7.343676406890153885e-04,2.059578523039817810e-02,7.159440778195858002e-03,1.118764933198690414e-02,5.495724733918905258e-03,-9.243578650057315826e-03,9.819397702813148499e-03,-5.860899575054645538e-03,-1.267992891371250153e-02,2.305881306529045105e-02,-4.509615246206521988e-03
4.680152924265712500e-04,1.871744170784950256e-02,2.885349653661251068e-02,-1.321783196181058884e-02,-2.524424158036708832e-02,-5.285209510475397110e-03,-6.234089378267526627e-03,1.370614301413297653e-02,2.695323200896382332e-03,-3.226265776902437210e-03,1.935869082808494568e-02,-2.351238392293453217e-02,1.403039973229169846e-02,2.512227045372128487e-03,1.349562779068946838e-02,1.734475232660770416e-02,-9.874657727777957916e-03,-1.783630065619945526e-02,-2.044393680989742279e-02,-1.653069257736206055e-02,-2.817973867058753967e-02,7.890164852142333984e-06,2.401014603674411774e-02,2.804881194606423378e-03,9.250730276107788086e-03,5.221728701144456863e-03,-9.539017453789710999e-03,9.471369907259941101e-03,-7.608486339449882507e-03,-1.321049034595489502e-02,2.170138806104660034e-02,-4.655525553971529007e-03
2.050404436886310577e-03,1.970630139112472534e-02,3.088659048080444336e-02,-1.285126991569995880e-02,-2.287577278912067413e-02,-2.886983333155512810e-03,-8.835022337734699249e-03,1.530556567013263702e-02,3.406451083719730377e-03,-4.545198753476142883e-03,1.600887626409530640e-02,-2.649105899035930634e-02,1.415733527392148972e-02,-1.195018179714679718e-03,1.349216327071189880e-02,1.609717123210430145e-02,-1.758215762674808502e-02,-1.705412939190864563e-02,-2.592327445745468140e-02,-1.870903559029102325e-02,-2.899115905165672302e-02,-1.285336911678314209e-03,2.529711462557315826e-02,3.865743987262248993e-03,1.069397106766700745e-02,6.966899614781141281e-03,-1.162140443921089172e-02,5.880658514797687531e-03,-1.060466095805168152e-02,-1.083263568580150604e-02,2.056510001420974731e-02,-8.015660569071769714e-03
3.450067713856697083e-03,2.005835995078086853e-02,3.016353771090507507e-02,-1.420330256223678589e-02,-2.201526984572410583e-02,-2.926499117165803909e-03,-9.475124999880790710e-03,1.249243319034576416e-02,-2.137901959940791130e-03,-4.271139856427907944e-03,1.514005102217197418e-02,-2.234103158116340637e-02,1.492725312709808350e-02,2.176937181502580643e-03,1.493318378925323486e-02,1.603253558278083801e-02,-1.401631347835063934e-02,-1.862314715981483459e-02,-2.009539492428302765e-02,-1.742154546082019806e-02,-2.535264194011688232e-02,-1.866597885964438319e-04,2.195790782570838928e-02,3.590950276702642441e-03,8.996959775686264038e-03,7.329272571951150894e-03,-1.085865404456853867e-02,7.618320174515247345e-03,-1.032995618879795074e-02,-1.319263316690921783e-02,1.994085684418678284e-02,-4.300576634705066681e-03
2.130578970536589622e-03,2.008396573364734650e-02,3.154985979199409485e-02,-1.212167460471391678e-02,-2.079903148114681244e-02,-1.593778724782168865e-03,-9.655551984906196594e-03,1.366722118109464645e-02,-2.137535018846392632e-03,-2.346362685784697533e-03,1.709483191370964050e-02,-2.108733355998992920e-02,1.193931326270103455e-02,7.688052137382328510e-04,1.690473780035972595e-02,1.444847602397203445e-02,-1.304807048290967941e-02,-2.068079076707363129e-02,-2.065915428102016449e-02,-1.205219328403472900e-02,-2.597165480256080627e-02,4.190616309642791748e-04,2.306892909109592438e-02,3.736764891073107719e-03,1.316893287003040314e-02,5.295696668326854706e-03,-1.387011073529720306e-02,7.734989747405052185e-03,-9.149023331701755524e-03,-1.279884390532970428e-02,2.229652181267738342e-02,-4.605438560247421265e-03
-1.338567468337714672e-03,1.442624442279338837e-02,3.453158214688301086e-02,-1.304976455867290497e-02,-2.364519611001014709e-02,-2.682133344933390617e-03,-4.579503089189529419e-03,1.686742715537548065e-02,-8.267376688309013844e-04,-2.815207466483116150e-03,1.794949173927307129e-02,-2.697605639696121216e-02,1.411886978894472122e-02,1.396129722706973553e-03,1.050162781029939651e-02,1.804817654192447662e-02,-9.356570430099964142e-03,-1.807961054146289825e-02,-2.256051823496818542e-02,-1.575800962746143341e-02,-2.925331518054008484e-02,-2.921214094385504723e-03,2.308582514524459839e-02,4.446344915777444839e-03,9.781621396541595459e-03,3.097975160926580429e-03,-1.379102934151887894e-02,5.177840590476989746e-03,-9.653182700276374817e-03,-1.200151443481445312e-02,2.169594727456569672e-02,-4.427534062415361404e-03
-1.712627708911895752e-03,1.974978484213352203e-02,2.864284440875053406e-02,-1.455732714384794235e-02,-2.263176441192626953e-02,-3.407789394259452820e-03,-8.746854029595851898e-03,1.492536999285221100e-02,2.523676957935094833e-03,-3.676585853099822998e-03,1.949513703584671021e-02,-2.280401438474655151e-02,9.756308980286121368e-03,-2.923314925283193588e-03,1.660607382655143738e-02,1.502951420843601227e-02,-1.104020327329635620e-02,-1.972924545407295227e-02,-2.190002799034118652e-02,-1.612561009824275970e-02,-2.437981031835079193e-02,-5.548037734115496278e-05,2.449291944503784180e-02,3.712742123752832413e-03,1.274462323635816574e-02,5.891358479857444763e-03,-1.210026908665895462e-02,1.069951057434082031e-02,-9.891757741570472717e-03,-1.407895702868700027e-02,2.317601442337036133e-02,-5.609428510069847107e-03
2.308671595528721809e-03,1.988284103572368622e-02,3.278174623847007751e-02,-1.286523416638374329e-02,-2.474231459200382233e-02,-3.016205038875341415e-03,-9.073082357645034790e-03,1.232812181115150452e-02,1.959615852683782578e-03,-1.438422827050089836e-03,1.688211597502231598e-02,-2.292267791926860809e-02,1.568253710865974426e-02,2.142195357009768486e-03,1.451668329536914825e-02,1.640733517706394196e-02,-1.517882756888866425e-02,-1.790212281048297882e-02,-2.074666693806648254e-02,-1.480402145534753799e-02,-2.584250457584857941e-02,-2.989324042573571205e-03,2.231322228908538818e-02,6.685180589556694031e-03,1.065295189619064331e-02,6.222788710147142410e-03,-1.128845009952783585e-02,6.888828705996274948e-03,-9.479167871177196503e-03,-1.227025873959064484e-02,2.149064466357231140e-02,-7.004614919424057007e-03
1.637753215618431568e-03,2.004362642765045166e-02,2.745341323316097260e-02,-9.480715729296207428e-03,-2.131940424442291260e-02,1.216579577885568142e-03,-9.274747222661972046e-03,1.236595585942268372e-02,-3.852467052638530731e-03,-2.738741924986243248e-03,2.649627067148685455e-02,-2.233281917870044708e-02,1.291747484356164932e-02,-1.682998612523078918e-03,2.013088203966617584e-02,1.882387511432170868e-02,-1.307386159896850586e-02,-1.724583096802234650e-02,-1.747635193169116974e-02,-1.741565763950347900e-02,-2.715874649584293365e-02,4.624163731932640076e-03,2.142179943621158600e-02,2.267026342451572418e-03,1.083975285291671753e-02,4.399027209728956223e-03,-1.060158014297485352e-02,1.043880823999643326e-02,-1.071250811219215393e-02,-1.788317039608955383e-02,2.052027173340320587e-02,-2.868394600227475166e-03
7.185635622590780258e-04,1.982495747506618500e-02,3.232740983366966248e-02,-1.105223875492811203e-02,-2.329573594033718109e-02,-2.825838746502995491e-03,-9.481025859713554382e-03,1.446163002401590347e-02,3.579925978556275368e-03,-2.345686312764883041e-03,1.869087852537631989e-02,-2.380223572254180908e-02,1.408237311989068985e-02,-1.021725009195506573e-03,1.522679906338453293e-02,1.540445629507303238e-02,-1.350273471325635910e-02,-1.843022368848323822e-02,-2.260598354041576385e-02,-1.646156236529350281e-02,-2.632526494562625885e-02,-1.102952635847032070e-03,2.419589832425117493e-02,3.661359893158078194e-03,1.289594173431396484e-02,4.666671622544527054e-03,-1.397055294364690781e-02,7.040558848530054092e-03,-1.001597102731466293e-02,-1.207334734499454498e-02,2.115334197878837585e-02,-7.527418900281190872e-03
