1.358222246170043945e+00,-2.077184438705444336e+00,2.148998737335205078e+00,-4.367759704589843750e+00,-5.714403152465820312e+00,-3.138533592224121094e+00,5.400661468505859375e+00,-7.148836851119995117e-01,8.154407143592834473e-02,2.246512413024902344e+00,5.299390792846679688e+00,-2.681060552597045898e+00,-4.594928741455078125e+00,3.822911262512207031e+00,-1.951568961143493652e+00,3.855017900466918945e+00
3.613715767860412598e-01,5.050940036773681641e+00,-1.858409047126770020e-01,-2.019368648529052734e+00,1.104092121124267578e+00,-1.644393444061279297e+00,-1.121872425079345703e+00,8.415356278419494629e-03,-5.207763910293579102e-01,5.061715245246887207e-01,5.846270322799682617e-01,6.199597120285034180e-01,-3.563668727874755859e+00,6.813783645629882812e-01,1.817628383636474609e+00,-5.153850913047790527e-01
-1.528413295745849609e+00,3.214978218078613281e+00,3.713816404342651367e+00,1.019235849380493164e+00,-3.636987209320068359e+00,4.411592006683349609e+00,-1.263508081436157227e+00,5.247036218643188477e-01,1.094781160354614258e+00,5.146957397460937500e+00,-2.762712478637695312e+00,4.028541088104248047e+00,-1.939264774322509766e+00,-9.595804214477539062e-01,4.846274852752685547e+00,-2.921408653259277344e+00
-3.500320911407470703e-01,3.449924945831298828e+00,3.449831962585449219e+00,3.345367908477783203e+00,-5.254006862640380859e+00,4.352907180786132812e+00,-2.866187095642089844e+00,2.003500938415527344e+00,-1.252174496650695801e+00,5.345518589019775391e+00,-1.596661090850830078e+00,5.492186069488525391e+00,-3.028050899505615234e+00,-2.226073980331420898e+00,4.174556255340576172e+00,-2.207979202270507812e+00
4.867275714874267578e+00,-2.315223932266235352e+00,1.100606083869934082e+00,-6.139438152313232422e+00,-3.750919103622436523e+00,3.566367864608764648e+00,4.834478378295898438e+00,2.052093744277954102e+00,5.366584777832031250e+00,-2.064705371856689453e+00,-1.215176224708557129e+00,-3.720260620117187500e+00,-6.951737880706787109e+00,-5.623471736907958984e-01,-9.780555963516235352e-01,2.071657657623291016e+00
1.218581438064575195e+00,1.573762893676757812e+00,7.815471887588500977e-01,7.570621967315673828e-01,-2.107017517089843750e+00,1.239184379577636719e+00,-1.337617397308349609e+00,1.016514301300048828e+00,-1.338385224342346191e+00,2.556328296661376953e+00,-1.433714270591735840e+00,1.704041004180908203e+00,-2.953856468200683594e+00,-9.561269879341125488e-01,1.610658645629882812e+00,-3.506696224212646484e-01
1.650026559829711914e+00,-2.125512123107910156e+00,4.398338794708251953e-01,-3.913007736206054688e+00,-3.818119764328002930e+00,-5.234879255294799805e-02,-1.847852349281311035e+00,3.137897014617919922e+00,-2.875653266906738281e+00,-5.869443416595458984e-01,-8.916943073272705078e-01,2.504417896270751953e+00,-4.572428703308105469e+00,7.715190052986145020e-01,-1.890620589256286621e+00,1.452412009239196777e+00
8.453130125999450684e-01,-1.229116916656494141e+00,8.845139741897583008e-01,-3.235787868499755859e+00,-4.735591411590576172e+00,-1.676944732666015625e+00,1.362479925155639648e+00,1.382740020751953125e+00,-6.422610282897949219e-01,2.727219820022583008e+00,3.049418926239013672e+00,-1.421231150627136230e+00,-3.956625938415527344e+00,2.333980321884155273e+00,1.820564270019531250e-03,1.325518608093261719e+00
2.107494473457336426e-01,-5.140809416770935059e-01,1.654729723930358887e+00,-8.566236495971679688e-01,-1.422975897789001465e+00,-8.333529829978942871e-01,2.341959238052368164e+00,-4.542824029922485352e-01,-3.691797256469726562e-01,6.500409841537475586e-01,2.352660655975341797e+00,-1.227399468421936035e+00,-1.313292264938354492e+00,1.291397452354431152e+00,-1.581610441207885742e+00,1.985758900642395020e+00
5.500812530517578125e+00,-1.130891680717468262e+00,3.344716072082519531e+00,-3.053297996520996094e+00,6.115427613258361816e-02,-9.565047919750213623e-02,-6.232380867004394531e-03,3.540247917175292969e+00,-2.130609989166259766e+00,-8.697605133056640625e-01,-1.831465959548950195e+00,5.495899677276611328e+00,6.950679421424865723e-01,9.483900070190429688e-01,-2.154592990875244141e+00,-1.829107522964477539e+00
